Date,Forecasted Price,Alpha,Beta
2023-08-26,3.652193536301955,0.05642144107532328,-0.019040351872960843
2023-09-26,3.5598162871399515,0.05642144107532328,-0.019040351872960843
2023-10-26,3.4709914395783104,0.05642144107532328,-0.019040351872960843
2023-11-26,3.3855823846874005,0.05642144107532328,-0.019040351872960843
2023-12-26,3.303457766884976,0.05642144107532328,-0.019040351872960843
2024-01-26,3.224491281916739,0.05642144107532328,-0.019040351872960843
2024-02-26,3.1485614826056403,0.05642144107532328,-0.019040351872960843
2024-03-26,3.075551592071159,0.05642144107532328,-0.019040351872960843
2024-04-26,3.0053493241313074,0.05642144107532328,-0.019040351872960843
2024-05-26,2.9378467106111414,0.05642144107532328,-0.019040351872960843
2024-06-26,2.872939935292188,0.05642144107532328,-0.019040351872960843
2024-07-26,2.8105291742474097,0.05642144107532328,-0.019040351872960843
2024-08-26,2.7505184423161473,0.05642144107532328,-0.019040351872960843
2024-09-26,2.6928154454829243,0.05642144107532328,-0.019040351872960843
2024-10-26,2.6373314389330837,0.05642144107532328,-0.019040351872960843
2024-11-26,2.5839810905669425,0.05642144107532328,-0.019040351872960843
2024-12-26,2.5326823497625655,0.05642144107532328,-0.019040351872960843
2025-01-26,2.483356321185313,0.05642144107532328,-0.019040351872960843
2025-02-26,2.435927143450091,0.05642144107532328,-0.019040351872960843
2025-03-26,2.3903218724496855,0.05642144107532328,-0.019040351872960843
2025-04-26,2.3464703691697575,0.05642144107532328,-0.019040351872960843
2025-05-26,2.3043051918179454,0.05642144107532328,-0.019040351872960843
2025-06-26,2.263761492101189,0.05642144107532328,-0.019040351872960843
2025-07-26,2.224776915491744,0.05642144107532328,-0.019040351872960843
