Date,Forecasted Price,Alpha,Beta
2023-08-26,8.039929048880829,0.15828672311724162,-0.014693827938676402
2023-09-26,8.143541702445898,0.15828672311724162,-0.014693827938676402
2023-10-26,8.232035328874488,0.15828672311724162,-0.014693827938676402
2023-11-26,8.307616077451351,0.15828672311724162,-0.014693827938676402
2023-12-26,8.37216817895268,0.15828672311724162,-0.014693827938676402
2024-01-26,8.427300919587022,0.15828672311724162,-0.014693827938676402
2024-02-26,8.474388760558261,0.15828672311724162,-0.014693827938676402
2024-03-26,8.514605603432775,0.15828672311724162,-0.014693827938676402
2024-04-26,8.548954055547647,0.15828672311724162,-0.014693827938676402
2024-05-26,8.578290425047584,0.15828672311724162,-0.014693827938676402
2024-06-26,8.603346068677714,0.15828672311724162,-0.014693827938676402
2024-07-26,8.624745624533508,0.15828672311724162,-0.014693827938676402
2024-08-26,8.643022584310927,0.15828672311724162,-0.014693827938676402
2024-09-26,8.658632593273564,0.15828672311724162,-0.014693827938676402
2024-10-26,8.671964809505427,0.15828672311724162,-0.014693827938676402
2024-11-26,8.683351605635947,0.15828672311724162,-0.014693827938676402
2024-12-26,8.693076854901568,0.15828672311724162,-0.014693827938676402
2025-01-26,8.701383008115725,0.15828672311724162,-0.014693827938676402
2025-02-26,8.70847713797633,0.15828672311724162,-0.014693827938676402
2025-03-26,8.71453610139556,0.15828672311724162,-0.014693827938676402
2025-04-26,8.719710948549041,0.15828672311724162,-0.014693827938676402
2025-05-26,8.724130688562145,0.15828672311724162,-0.014693827938676402
2025-06-26,8.727905505712112,0.15828672311724162,-0.014693827938676402
2025-07-26,8.731129506326049,0.15828672311724162,-0.014693827938676402
